0.000000000000000000e+00 6.700000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 5.306741041599335462e-01
6.951130152039865315e-04 6.702241267178850137e+01 3.095429611877614562e+00 9.996326323901287836e-01 5.310869610403365915e-01
1.390226030407973063e-03 6.704482534357701695e+01 6.186561851252617039e+00 9.992652647802575672e-01 5.314998179207396367e-01
2.085339045611959811e-03 6.706723801536551832e+01 9.273405660954848528e+00 9.988978971703862397e-01 5.319126748011427930e-01
2.780452060815946126e-03 6.708965068715403390e+01 1.235596995901798323e+01 9.985305295605150233e-01 5.323255316815458382e-01
3.475565076019932441e-03 6.711206335894253527e+01 1.543426363876541529e+01 9.981631619506438069e-01 5.327383885619488835e-01
4.170678091223919623e-03 6.713447603073103664e+01 1.850829556889578598e+01 9.977957943407725905e-01 5.331512454423519287e-01
4.865791106427905938e-03 6.715688870251955223e+01 2.157807459356813240e+01 9.974284267309013741e-01 5.335641023227550850e-01
5.560904121631892252e-03 6.717930137430805360e+01 2.464360953248673880e+01 9.970610591210300466e-01 5.339769592031581302e-01
6.256017136835878567e-03 6.720171404609655497e+01 2.770490918098557387e+01 9.966936915111588302e-01 5.343898160835611755e-01
6.951130152039864882e-03 6.722412671788507055e+01 3.076198231011244033e+01 9.963263239012876138e-01 5.348026729639642207e-01
7.646243167243852064e-03 6.724653938967357192e+01 3.381483766671269819e+01 9.959589562914163974e-01 5.352155298443672660e-01
8.341356182447839246e-03 6.726895206146208750e+01 3.686348397351271444e+01 9.955915886815450699e-01 5.356283867247704222e-01
9.036469197651825561e-03 6.729136473325058887e+01 3.990792992920293614e+01 9.952242210716738535e-01 5.360412436051734675e-01
9.731582212855811875e-03 6.731377740503909024e+01 4.294818420852060825e+01 9.948568534618026371e-01 5.364541004855765127e-01
1.042669522805979819e-02 6.733619007682760582e+01 4.598425546233219308e+01 9.944894858519314207e-01 5.368669573659795580e-01
1.112180824326378450e-02 6.735860274861610719e+01 4.901615231771541659e+01 9.941221182420602043e-01 5.372798142463827142e-01
1.181692125846777082e-02 6.738101542040460856e+01 5.204388337804094533e+01 9.937547506321888768e-01 5.376926711267857595e-01
1.251203427367175713e-02 6.740342809219312414e+01 5.506745722305380752e+01 9.933873830223176604e-01 5.381055280071888047e-01
1.320714728887574345e-02 6.742584076398162551e+01 5.808688240895442334e+01 9.930200154124464440e-01 5.385183848875918500e-01
1.390226030407972976e-02 6.744825343577014110e+01 6.110216746847929414e+01 9.926526478025752276e-01 5.389312417679948952e-01
1.459737331928371781e-02 6.747066610755864247e+01 6.411332091098142882e+01 9.922852801927040112e-01 5.393440986483980515e-01
1.529248633448770413e-02 6.749307877934714384e+01 6.712035122251027985e+01 9.919179125828326837e-01 5.397569555288010967e-01
1.598759934969169044e-02 6.751549145113565942e+01 7.012326686589163671e+01 9.915505449729614673e-01 5.401698124092041420e-01
1.668271236489567849e-02 6.753790412292416079e+01 7.312207628080683719e+01 9.911831773630902509e-01 5.405826692896071872e-01
1.737782538009966307e-02 6.756031679471267637e+01 7.611678788387196448e+01 9.908158097532190345e-01 5.409955261700103435e-01
1.807293839530365112e-02 6.758272946650117774e+01 7.910741006871651848e+01 9.904484421433477070e-01 5.414083830504133887e-01
1.876805141050763570e-02 6.760514213828967911e+01 8.209395120606185969e+01 9.900810745334764906e-01 5.418212399308164340e-01
1.946316442571162375e-02 6.762755481007819469e+01 8.507641964379928368e+01 9.897137069236052742e-01 5.422340968112194792e-01
2.015827744091560833e-02 6.765008196701387533e+01 8.804984285717880255e+01 9.893468714365559746e-01 5.426457508551076891e-01
2.085339045611959638e-02 6.767316792092398714e+01 9.099492202599587642e+01 9.889826332176260282e-01 5.430515339068026082e-01
2.154850347132358096e-02 6.769625387483411316e+01 9.393599323463465112e+01 9.886183949986960817e-01 5.434573169584975272e-01
2.224361648652756901e-02 6.771933982874422497e+01 9.687306465918518938e+01 9.882541567797662463e-01 5.438631000101924462e-01
2.293872950173155706e-02 6.774242578265435100e+01 9.980614445351406516e+01 9.878899185608362998e-01 5.442688830618874762e-01
2.363384251693554164e-02 6.776551173656446281e+01 1.027352407493398943e+02 9.875256803419063534e-01 5.446746661135823953e-01
2.432895553213952969e-02 6.778859769047458883e+01 1.056603616563084387e+02 9.871614421229765179e-01 5.450804491652773143e-01
2.502406854734351427e-02 6.781168364438470064e+01 1.085815152620674127e+02 9.867972039040465715e-01 5.454862322169722333e-01
2.571918156254750232e-02 6.783476959829482666e+01 1.114987096323411464e+02 9.864329656851167361e-01 5.458920152686672633e-01
2.641429457775148690e-02 6.785785555220493848e+01 1.144119528110046815e+02 9.860687274661867896e-01 5.462977983203621823e-01
2.710940759295547495e-02 6.788094150611506450e+01 1.173212528201578237e+02 9.857044892472568431e-01 5.467035813720571014e-01
2.780452060815945953e-02 6.790402746002517631e+01 1.202266176601986274e+02 9.853402510283270077e-01 5.471093644237520204e-01
2.849963362336344758e-02 6.792711341393530233e+01 1.231280553098969222e+02 9.849760128093970613e-01 5.475151474754470504e-01
2.919474663856743563e-02 6.795019936784541414e+01 1.260255737264671865e+02 9.846117745904671148e-01 5.479209305271419694e-01
2.988985965377142021e-02 6.797328532175554017e+01 1.289191808456413639e+02 9.842475363715372794e-01 5.483267135788368885e-01
3.058497266897540826e-02 6.799637127566565198e+01 1.318088845817413528e+02 9.838832981526073329e-01 5.487324966305318075e-01
3.128008568417939284e-02 6.801945722957577800e+01 1.346946928277510551e+02 9.835190599336773865e-01 5.491382796822268375e-01
3.197519869938338088e-02 6.804254318348588981e+01 1.375766134553882978e+02 9.831548217147475510e-01 5.495440627339217565e-01
3.267031171458736893e-02 6.806562913739601584e+01 1.404546543151764695e+02 9.827905834958176046e-01 5.499498457856166755e-01
3.336542472979135698e-02 6.808871509130612765e+01 1.433288232365156318e+02 9.824263452768877691e-01 5.503556288373115946e-01
3.406053774499533809e-02 6.811180104521625367e+01 1.461991280277537157e+02 9.820621070579578227e-01 5.507614118890066246e-01
3.475565076019932614e-02 6.813488699912636548e+01 1.490655764762571494e+02 9.816978688390278762e-01 5.511671949407015436e-01
3.545076377540331419e-02 6.815797295303649150e+01 1.519281763484812018e+02 9.813336306200980408e-01 5.515729779923964626e-01
3.614587679060730224e-02 6.818105890694660332e+01 1.547869353900402132e+02 9.809693924011680943e-01 5.519787610440913816e-01
3.684098980581128335e-02 6.820414486085672934e+01 1.576418613257774552e+02 9.806051541822381479e-01 5.523845440957864117e-01
3.753610282101527140e-02 6.822723081476684115e+01 1.604929618598347929e+02 9.802409159633083124e-01 5.527903271474813307e-01
3.823121583621925945e-02 6.825031676867696717e+01 1.633402446757217490e+02 9.798766777443783660e-01 5.531961101991762497e-01
3.892632885142324750e-02 6.827340272258707898e+01 1.661837174363847112e+02 9.795124395254484195e-01 5.536018932508712798e-01
3.962144186662723555e-02 6.829648867649720501e+01 1.690233877842756272e+02 9.791482013065185841e-01 5.540076763025661988e-01
4.031655488183121666e-02 6.831980283003787235e+01 1.718494009958398294e+02 9.787850764681725879e-01 5.544109820042969483e-01
4.101166789703520471e-02 6.834355979994961672e+01 1.746525153028327111e+02 9.784241121203964830e-01 5.548094804628326271e-01
4.170678091223919276e-02 6.836731676986136108e+01 1.774518886699112556e+02 9.780631477726202672e-01 5.552079789213684169e-01
4.240189392744318081e-02 6.839107373977310544e+01 1.802475285808761498e+02 9.777021834248441623e-01 5.556064773799040957e-01
4.309700694264716192e-02 6.841483070968484981e+01 1.830394424995795362e+02 9.773412190770680574e-01 5.560049758384398855e-01
4.379211995785114997e-02 6.843858767959659417e+01 1.858276378699913494e+02 9.769802547292918415e-01 5.564034742969755643e-01
4.448723297305513802e-02 6.846234464950833853e+01 1.886121221162653967e+02 9.766192903815157367e-01 5.568019727555113541e-01
4.518234598825912607e-02 6.848610161942009711e+01 1.913929026428055522e+02 9.762583260337396318e-01 5.572004712140470328e-01
4.587745900346311412e-02 6.850985858933184147e+01 1.941699868343309276e+02 9.758973616859634159e-01 5.575989696725828226e-01
4.657257201866709523e-02 6.853361555924358584e+01 1.969433820559416404e+02 9.755363973381873111e-01 5.579974681311185014e-01
4.726768503387108328e-02 6.855737252915533020e+01 1.997130956531837285e+02 9.751754329904110952e-01 5.583959665896542912e-01
4.796279804907507133e-02 6.858112949906707456e+01 2.024791349521140944e+02 9.748144686426349903e-01 5.587944650481899700e-01
4.865791106427905938e-02 6.860488646897881893e+01 2.052415072593649370e+02 9.744535042948588854e-01 5.591929635067257598e-01
4.935302407948304049e-02 6.862864343889056329e+01 2.080002198622082688e+02 9.740925399470826695e-01 5.595914619652614386e-01
5.004813709468702854e-02 6.865240040880232186e+01 2.107552800286200352e+02 9.737315755993065647e-01 5.599899604237972284e-01
5.074325010989101659e-02 6.867615737871406623e+01 2.135066950073436374e+02 9.733706112515303488e-01 5.603884588823329072e-01
5.143836312509500464e-02 6.869991434862581059e+01 2.162544720279538808e+02 9.730096469037542439e-01 5.607869573408686970e-01
5.213347614029899268e-02 6.872367131853755495e+01 2.189986183009199578e+02 9.726486825559781391e-01 5.611854557994043757e-01
5.282858915550297380e-02 6.874742828844929932e+01 2.217391410176687714e+02 9.722877182082019232e-01 5.615839542579401655e-01
5.352370217070696184e-02 6.877118525836104368e+01 2.244760473506476899e+02 9.719267538604258183e-01 5.619824527164758443e-01
