8.852003921108924089e+00 -7.495243574063123049e+01 -6.388847968970409283e+02 2.967738598010233320e-01 -8.011046980261929207e+01 -3.969172350497254342e+01 -2.140058534195497586e+01 -6.065339685908371914e-01 1.122981194813258199e+01 -1.007468741985553464e+02 -2.876547050028165131e+01
-7.495243574063123049e+01 6.384854164351250802e+04 5.278507843782522250e+05 -1.224421053222982039e+02 6.618779242768159020e+04 2.281954572917488258e+04 1.557998651370005791e+04 1.224529680761472082e+04 1.183573531860303410e+04 8.582164047316124197e+04 2.094174693324927284e+04
-6.388847968970409283e+02 5.278507843782522250e+05 4.522390292673486285e+06 -1.247906112123348066e+03 5.670675100369659485e+05 1.951432717324872792e+05 1.544425996826403716e+05 1.231024506166712818e+05 6.394494616149063950e+04 7.095075169189778389e+05 2.075931089813808503e+05
2.967738598010233320e-01 -1.224421053222982039e+02 -1.247906112123348066e+03 7.112845575930766273e-01 -1.564763246790361961e+02 -6.261875196617103256e+01 -6.799064067009584278e+01 -5.621983566551249822e+01 4.576111498411486167e+01 -1.645798333252130874e+02 -9.138921843678079426e+01
-8.011046980261929207e+01 6.618779242768159020e+04 5.670675100369659485e+05 -1.564763246790361961e+02 7.110522094045660924e+04 2.446923021683528350e+04 1.936572802828496788e+04 1.543595214763663171e+04 8.018127373479742346e+03 8.896593061053693236e+04 2.603032905001935069e+04
-3.969172350497254342e+01 2.281954572917488258e+04 1.951432717324872792e+05 -6.261875196617103256e+01 2.446923021683528350e+04 9.790593153733521831e+03 6.617775270088209254e+03 4.781150026058820913e+03 1.623398910968793643e+03 3.067275773132867107e+04 8.895243577100487528e+03
-2.140058534195497586e+01 1.557998651370005791e+04 1.544425996826403716e+05 -6.799064067009584278e+01 1.936572802828496788e+04 6.617775270088209254e+03 7.948540546595867454e+03 6.524839702116073568e+03 -2.595389451729596658e+03 2.094174693324928012e+04 1.068398387053226179e+04
-6.065339685908371914e-01 1.224529680761472082e+04 1.231024506166712818e+05 -5.621983566551249822e+01 1.543595214763663171e+04 4.781150026058820913e+03 6.524839702116073568e+03 6.533020460225618990e+03 -3.266564029571296032e+03 1.645944344316970091e+04 8.770324781833311135e+03
1.122981194813258199e+01 1.183573531860303410e+04 6.394494616149063950e+04 4.576111498411486167e+01 8.018127373479742346e+03 1.623398910968793643e+03 -2.595389451729596658e+03 -3.266564029571296032e+03 1.281925994534769779e+04 1.590893378458010739e+04 -3.488577415875944098e+03
-1.007468741985553464e+02 8.582164047316124197e+04 7.095075169189778389e+05 -1.645798333252130874e+02 8.896593061053693236e+04 3.067275773132867107e+04 2.094174693324928012e+04 1.645944344316970091e+04 1.590893378458010739e+04 1.153566515994641086e+05 2.814872556087365228e+04
-2.876547050028165131e+01 2.094174693324927284e+04 2.075931089813808503e+05 -9.138921843678079426e+01 2.603032905001935069e+04 8.895243577100487528e+03 1.068398387053226179e+04 8.770324781833311135e+03 -3.488577415875944098e+03 2.814872556087365228e+04 1.436081387226232800e+04
