7.219572388964401455e-01 1.015542484536016445e+02 1.548296040939949307e+03 6.887005708773795698e-01 8.233396635081887682e-01
7.647518308446192847e-01 1.042446501052172749e+02 1.581436588951858539e+03 6.748448096659901418e-01 8.330641637961940793e-01
8.097280746601743795e-01 1.071377670284418286e+02 1.612667425794760447e+03 6.607685694729104053e-01 8.426253217577865939e-01
8.570571929074982664e-01 1.102518305837950976e+02 1.641932035759795781e+03 6.464675880813296471e-01 8.520146377690768213e-01
9.069288101995763851e-01 1.136099937250950376e+02 1.669096731868626648e+03 6.319571452295483782e-01 8.611992282922724673e-01
9.595534941249225236e-01 1.172354548567235923e+02 1.694099528114848226e+03 6.172339513091870122e-01 8.701707842566770434e-01
1.015165729234793757e+00 1.211573446869783766e+02 1.716800331488670963e+03 6.023153538409731222e-01 8.788976359814526518e-01
1.074027412736477283e+00 1.254047051995814428e+02 1.737152068847438841e+03 5.871932948598259649e-01 8.873789986559480480e-01
1.136431981905569488e+00 1.300129631591220800e+02 1.755046420301801163e+03 5.718759217428355246e-01 8.955961047012556131e-01
1.202709310572819490e+00 1.350215279813670293e+02 1.770393788098403320e+03 5.563657645150562603e-01 9.035376549713890482e-01
1.273231547276102660e+00 1.404791356938481215e+02 1.783025244690577892e+03 5.406886119477263275e-01 9.111712094480911572e-01
1.348420113411218146e+00 1.464345970594639539e+02 1.792915011948605525e+03 5.248274667103692837e-01 9.185078978858881582e-01
1.428754139568870984e+00 1.529501698795309039e+02 1.799918951865604186e+03 5.088000058142603255e-01 9.255265944744732742e-01
1.514780697218957917e+00 1.600959821390343905e+02 1.803929237617954641e+03 4.926126489939783859e-01 9.322189332212551527e-01
1.607127288035699042e+00 1.679532197651766410e+02 1.804844249404463199e+03 4.762690601660605205e-01 9.385802394485210920e-01
