4.414220609201653378e-01 -1.622813136727694117e+00 -1.478205938062804670e+01 6.628496733384700405e-03 -1.713933862804288832e+00 -8.748946935652504031e-01 -4.668519798565948786e-01 3.352499355508009038e-01 4.582373135653654006e-01 -2.140605355808688604e+00 -6.158107953612198537e-01
-1.622813136727694117e+00 3.219039020210567287e+03 2.850719661363142222e+04 -5.943894850608991476e+00 3.305320886056864310e+03 1.121735125192782561e+03 8.008495362760097578e+02 6.301859822548368584e+02 6.075602883649877413e+02 4.246140243302790623e+03 1.056377205576558936e+03
-1.478205938062804670e+01 2.850719661363142222e+04 2.612703316945832630e+05 -6.442320867139737572e+01 3.029348328990609298e+04 1.025271985896527258e+04 8.446978485559482579e+03 6.729797279897219596e+03 3.655773084100780579e+03 3.760300947112082213e+04 1.114216232131936340e+04
6.628496733384700405e-03 -5.943894850608991476e+00 -6.442320867139737572e+01 3.218912768597610025e-02 -7.469670906417619882e+00 -2.916309001429782111e+00 -3.289851492701875380e+00 -2.714987497865568589e+00 1.970995546192714887e+00 -7.840417891386773697e+00 -4.339546905131155263e+00
-1.713933862804288832e+00 3.305320886056864310e+03 3.029348328990609298e+04 -7.469670906417619882e+00 3.512435276840296410e+03 1.188771016246587806e+03 9.794009137693362845e+02 7.802990876183303044e+02 4.238755319695239336e+02 4.359952129563570452e+03 1.291899106588485665e+03
-8.748946935652504031e-01 1.121735125192782561e+03 1.025271985896527258e+04 -2.916309001429782111e+00 1.188771016246587806e+03 4.648022183811996797e+02 3.280701985149089523e+02 2.406506577101256710e+02 9.327992297354094831e+01 1.479648002867577816e+03 4.327478057259983757e+02
-4.668519798565948786e-01 8.008495362760097578e+02 8.446978485559482579e+03 -3.289851492701875380e+00 9.794009137693362845e+02 3.280701985149089523e+02 4.074403248357210146e+02 3.333526683001467745e+02 -1.138867548420356712e+02 1.056377205576558936e+03 5.374426184856090458e+02
3.352499355508009038e-01 6.301859822548368584e+02 6.729797279897219596e+03 -2.714987497865568589e+00 7.802990876183303044e+02 2.406506577101256710e+02 3.333526683001467745e+02 3.262641332061653543e+02 -1.467206781941080749e+02 8.312599018580787060e+02 4.397157571544536836e+02
4.582373135653654006e-01 6.075602883649877413e+02 3.655773084100780579e+03 1.970995546192714887e+00 4.238755319695239336e+02 9.327992297354094831e+01 -1.138867548420356712e+02 -1.467206781941080749e+02 6.030768091232708912e+02 8.014150106482622959e+02 -1.502246881376089220e+02
-2.140605355808688604e+00 4.246140243302790623e+03 3.760300947112082213e+04 -7.840417891386773697e+00 4.359952129563570452e+03 1.479648002867577816e+03 1.056377205576558936e+03 8.312599018580787060e+02 8.014150106482622959e+02 5.600959433109360361e+03 1.393436282239586262e+03
-6.158107953612198537e-01 1.056377205576558936e+03 1.114216232131936340e+04 -4.339546905131155263e+00 1.291899106588485665e+03 4.327478057259983757e+02 5.374426184856090458e+02 4.397157571544536836e+02 -1.502246881376089220e+02 1.393436282239586262e+03 7.089248426284988227e+02
