0.000000000000000000e+00 6.700000000000000000e+01 0.000000000000000000e+00 1.000000000000000000e+00 5.306741041599335462e-01
5.897176560618588295e-04 6.701901438756591745e+01 2.626366840638797218e+00 9.996883338952547993e-01 5.310243622999409885e-01
1.179435312123717659e-03 6.703802877513183489e+01 5.249639700633180972e+00 9.993766677905095985e-01 5.313746204399484308e-01
1.769152968185576380e-03 6.705704316269775234e+01 7.869824044041436650e+00 9.990650016857643978e-01 5.317248785799558730e-01
2.358870624247435318e-03 6.707605755026366978e+01 1.048692532206317729e+01 9.987533355810191971e-01 5.320751367199633153e-01
2.948588280309294256e-03 6.709507193782958723e+01 1.310094897307713957e+01 9.984416694762739963e-01 5.324253948599707575e-01
3.538305936371152760e-03 6.711408632539550467e+01 1.571190042267886433e+01 9.981300033715287956e-01 5.327756529999781998e-01
4.128023592433012132e-03 6.713310071296142212e+01 1.831978508371822656e+01 9.978183372667835949e-01 5.331259111399856421e-01
4.717741248494870636e-03 6.715211510052733956e+01 2.092460835633684724e+01 9.975066711620383941e-01 5.334761692799930843e-01
5.307458904556729140e-03 6.717112948809325701e+01 2.352637562800534710e+01 9.971950050572931934e-01 5.338264274200005266e-01
5.897176560618588512e-03 6.719014387565917445e+01 2.612509227356053287e+01 9.968833389525479927e-01 5.341766855600079689e-01
6.486894216680447016e-03 6.720915826322509190e+01 2.872076365524234731e+01 9.965716728478027919e-01 5.345269437000153001e-01
7.076611872742305520e-03 6.722817265079100935e+01 3.131339512273081382e+01 9.962600067430575912e-01 5.348772018400227424e-01
7.666329528804164892e-03 6.724718703835692679e+01 3.390299201318274669e+01 9.959483406383123905e-01 5.352274599800301846e-01
8.256047184866024263e-03 6.726620142592284424e+01 3.648955965126838663e+01 9.956366745335673007e-01 5.355777181200376269e-01
8.845764840927881900e-03 6.728521581348876168e+01 3.907310334920789074e+01 9.953250084288221000e-01 5.359279762600450692e-01
9.435482496989741272e-03 6.730423020105467913e+01 4.165362840680772649e+01 9.950133423240768993e-01 5.362782344000525114e-01
1.002520015305160064e-02 6.732324458862059657e+01 4.423114011149686320e+01 9.947016762193316985e-01 5.366284925400599537e-01
1.061491780911345828e-02 6.734225897618651402e+01 4.680564373836293157e+01 9.943900101145864978e-01 5.369787506800673960e-01
1.120463546517531765e-02 6.736127336375243146e+01 4.937714455018819137e+01 9.940783440098412971e-01 5.373290088200748382e-01
