# 6c5d6687288b284b6fd3a3bd8ce6cad1#
6.700000000000000226e-05 1.423403144668725645e+03
6.835340000000000187e-05 1.451039522813643771e+03
6.973426999999999870e-05 1.479211206165651674e+03
7.114327999999999895e-05 1.507931494233000421e+03
7.258043000000000263e-05 1.537207036769815204e+03
7.404639000000000240e-05 1.567051133284346406e+03
7.554250000000001068e-05 1.597473758407782725e+03
7.706809000000000771e-05 1.628484886771311494e+03
7.862516999999999857e-05 1.660097817883183552e+03
8.021374000000001036e-05 1.692325851251649510e+03
8.183380000000000244e-05 1.725175636630835470e+03
8.348736000000000698e-05 1.758663798406053729e+03
8.517374999999999068e-05 1.792800311208492758e+03
8.689431000000000661e-05 1.827598474546403395e+03
8.864971000000000678e-05 1.863068263050973428e+03
9.044061999999999739e-05 1.899229625984578888e+03
9.226771000000001178e-05 1.936089213101345194e+03
9.413165000000000193e-05 1.973660323909523186e+03
9.603311000000000117e-05 2.011962907671488665e+03
9.797276000000001571e-05 2.051006939018429421e+03
9.995194000000001732e-05 2.090805717458596519e+03
1.019713200000000122e-04 2.131372542500240797e+03
1.040315700000000201e-04 2.172727363405737833e+03
1.061326900000000140e-04 2.214883479683338464e+03
1.082766900000000124e-04 2.257854190841293075e+03
1.104642399999999946e-04 2.301656121264915782e+03
1.126960099999999937e-04 2.346302570462456970e+03
1.149726700000000161e-04 2.391816812573354582e+03
1.172948900000000001e-04 2.438208822228797544e+03
1.196646800000000186e-04 2.485498548691161886e+03
1.220820400000000039e-04 2.533702616345760362e+03
1.245483099999999954e-04 2.582837649577906632e+03
1.270641600000000130e-04 2.632923597649976273e+03
1.296309300000000149e-04 2.683973760070221033e+03
1.322499600000000134e-04 2.736014735855141680e+03
1.349212500000000086e-04 2.789056499635925775e+03
1.376468100000000192e-04 2.843125650429074994e+03
1.404279800000000304e-04 2.898235487742840178e+03
1.432647600000000151e-04 2.954409285716660179e+03
1.461584900000000129e-04 3.011666993612910574e+03
1.491111800000000152e-04 3.070028560693967847e+03
1.521235000000000013e-04 3.129513936222207576e+03
1.551967900000000107e-04 3.190149719214131892e+03
1.583317200000000223e-04 3.251949209177990269e+03
1.615303000000000279e-04 3.314942330007347209e+03
1.647932000000000064e-04 3.379139056333391636e+03
1.681224300000000037e-04 3.444572636926749055e+03
1.715186600000000259e-04 3.511302919574548014e+03
1.749839000000000375e-04 3.579263406735535227e+03
1.785188199999999904e-04 3.648553844721590394e+03
1.821247600000000055e-04 3.719174233532714425e+03
1.858037299999999931e-04 3.791157821939533278e+03
1.895577400000000260e-04 3.864504609942046500e+03
1.933867900000000228e-04 3.939281095081508738e+03
1.972935600000000084e-04 4.015487277357919083e+03
2.012793899999999953e-04 4.093156405541904405e+03
2.053449500000000167e-04 4.172321728404092028e+03
2.094935899999999954e-04 4.252983245944480586e+03
2.137253100000000125e-04 4.335207455704324275e+03
2.180427900000000117e-04 4.418994357683624003e+03
2.224480400000000387e-04 4.504377200653005275e+03
2.269417300000000184e-04 4.591389233383095416e+03
2.315258699999999965e-04 4.680063704644519930e+03
2.362031400000000250e-04 4.770467111978533467e+03
2.409748800000000078e-04 4.862566206614509611e+03
2.458431000000000179e-04 4.956427486093701191e+03
2.508091400000000406e-04 5.052050950416107298e+03
2.558756800000000194e-04 5.149536345893609905e+03
2.610447300000000000e-04 5.248850423755580778e+03
2.663183000000000282e-04 5.350059681543273655e+03
2.716983999999999871e-04 5.453197368027315861e+03
2.771870400000000308e-04 5.558296731978334719e+03
2.827869000000000216e-04 5.665357773396328412e+03
2.884993200000000261e-04 5.774480238593177091e+03
2.943276499999999941e-04 5.885664127568882577e+03
3.002732299999999921e-04 5.998942689094069465e+03
3.063387400000000451e-04 6.114349171939366897e+03
3.125275300000000486e-04 6.231983322416652300e+03
3.188409400000000149e-04 6.351778642984674661e+03
3.252823200000000024e-04 6.473868128725938732e+03
3.318530100000000233e-04 6.598251779640446330e+03
3.385570300000000066e-04 6.724962844498822960e+03
3.453963899999999980e-04 6.854034572071696857e+03
3.523737700000000223e-04 6.985566708670945445e+03
3.594925200000000294e-04 7.119559254296571453e+03
3.667546500000000106e-04 7.256045457719199476e+03
3.741635100000000242e-04 7.395058567709457748e+03
3.817217800000000409e-04 7.536698330579226422e+03
3.894334799999999894e-04 7.680964746328503679e+03
3.973006200000000240e-04 7.827924312498544168e+03
4.053265499999999860e-04 7.977643526630601627e+03
4.135146200000000419e-04 8.130089139954048733e+03
4.218681800000000331e-04 8.285394147551392962e+03
4.303905800000000178e-04 8.443591798193259820e+03
4.390845000000000208e-04 8.604682091879651125e+03
4.479546300000000585e-04 8.768731526151819708e+03
4.570043200000000264e-04 8.935839847321643902e+03
4.662362500000000035e-04 9.106007055389125526e+03
4.756551100000000606e-04 9.279299647895517410e+03
4.852635800000000598e-04 9.455750873611446877e+03
4.950670199999999965e-04 9.635460478848792263e+03
5.050674399999999708e-04 9.818428463607557205e+03
5.152708700000000657e-04 1.000475457419961640e+04
5.256799900000000891e-04 1.019443881062497530e+04
5.362994900000000575e-04 1.038761416796613776e+04
5.471333899999999539e-04 1.058424739745247643e+04
5.581863800000000115e-04 1.078443824539587513e+04
5.694624800000001050e-04 1.098828645810820854e+04
5.809663800000000339e-04 1.119575878681885479e+04
5.927027700000000315e-04 1.140698822661031954e+04
6.046756700000000808e-04 1.162197477748260098e+04
6.168911100000000480e-04 1.184081818574758108e+04
6.293531100000000246e-04 1.206355170017588352e+04
6.420670300000000602e-04 1.229027506707939210e+04
6.550375599999999545e-04 1.252098828645810681e+04
6.682700599999999739e-04 1.275582435339453150e+04
6.817719000000000513e-04 1.299478326788866798e+04
6.955404000000000534e-04 1.323793152748176908e+04
7.095970000000000706e-04 1.348536887848571678e+04
7.239282999999999786e-04 1.373712856967113476e+04
7.385544000000000180e-04 1.399327709857927766e+04
7.534752999999999720e-04 1.425388096275140015e+04
7.686910000000000574e-04 1.451900665972875322e+04
7.842216000000000811e-04 1.478868743828196784e+04
8.000671000000000432e-04 1.506302304472291689e+04
8.162275000000000520e-04 1.534207997659286229e+04
8.327162000000000149e-04 1.562585823389180041e+04
8.495399000000000483e-04 1.591452406047286240e+04
8.666985999999999354e-04 1.620804420756542277e+04
8.842057000000000172e-04 1.650651842148136348e+04
9.020678999999999764e-04 1.681001319976193554e+04
9.202919000000000377e-04 1.711862828871902093e+04
9.388843999999999922e-04 1.743233043958199414e+04
9.578521000000001732e-04 1.775128589620398634e+04
9.772017000000000463e-04 1.807549465858499389e+04
9.969398999999999449e-04 1.840502322426627870e+04
1.017080100000000101e-03 1.873993809078908816e+04
1.037629000000000199e-03 1.908030575569468056e+04
1.058586600000000020e-03 1.942619271652430325e+04
1.079973000000000131e-03 1.977766547081921453e+04
1.101788200000000098e-03 2.013475726735003627e+04
1.124045600000000153e-03 2.049753460365802675e+04
1.146758600000000097e-03 2.086603072851380784e+04
1.169920500000000028e-03 2.124034538822926697e+04
1.193558100000000196e-03 2.162054508034565151e+04
1.217664700000000051e-03 2.200659655609233596e+04
1.242267100000000058e-03 2.239863281055182597e+04
1.267358600000000101e-03 2.279668709249475069e+04
1.292965999999999994e-03 2.320079265069173562e+04
1.319082600000000055e-03 2.361101598268403541e+04
1.345728499999999982e-03 2.402739033724227556e+04
1.372917100000000225e-03 2.444994896313708523e+04
1.400648399999999917e-03 2.487875835790971178e+04
1.428949200000000173e-03 2.531381852156016248e+04
1.457812800000000226e-03 2.575522920040031022e+04
1.487259300000000209e-03 2.620299039443016227e+04
1.517308800000000037e-03 2.665713535242033686e+04
1.547961299999999927e-03 2.711769732314147404e+04
1.579230199999999895e-03 2.758467630659356291e+04
1.611128899999999956e-03 2.805817204908848362e+04
1.643677500000000243e-03 2.853811805308498151e+04
1.676882700000000004e-03 2.902461406489494766e+04
1.710757900000000123e-03 2.951762683574774201e+04
1.745316500000000182e-03 3.001715636564337183e+04
1.780578600000000096e-03 3.052326915212309541e+04
1.816544200000000083e-03 3.103593194641627269e+04
1.853240100000000173e-03 3.155514474852292187e+04
1.890679700000000166e-03 3.208090755844302112e+04
1.928876400000000078e-03 3.261322037617658862e+04
1.967843600000000141e-03 3.315204995295298431e+04
2.007594700000000371e-03 3.369729654246033897e+04
2.048149800000000249e-03 3.424922613486366026e+04
2.089529000000000126e-03 3.480747299368605309e+04
2.131739000000000116e-03 3.537236960663379432e+04
2.174799900000000136e-03 3.594358348600059981e+04
2.218738500000000217e-03 3.652111463178648410e+04
2.263554799999999926e-03 3.710496304399143992e+04
2.309282300000000277e-03 3.769512872261547454e+04
2.355934400000000203e-03 3.829161166765858798e+04
2.403524499999999935e-03 3.889407939141449606e+04
2.452079399999999940e-03 3.950253189388321334e+04
2.501619200000000133e-03 4.011730166277100943e+04
2.552150600000000196e-03 4.073772372266534512e+04
2.603707099999999844e-03 4.136379807356622769e+04
2.656308800000000293e-03 4.199585720317990490e+04
2.709969100000000040e-03 4.263323613609385939e+04
2.764714800000000420e-03 4.327626736001435347e+04
2.820566000000000045e-03 4.392495087494139443e+04
2.877542800000000567e-03 4.457828921775616618e+04
2.935672000000000281e-03 4.523727985157748481e+04
2.994980400000000088e-03 4.590059282558027189e+04
3.055481400000000219e-03 4.656922560288332170e+04
3.117208500000000389e-03 4.724218072036786180e+04
3.180175099999999963e-03 4.791945817803385580e+04
3.244421400000000073e-03 4.860105797588133282e+04
3.309960800000000519e-03 4.928664762620401598e+04
3.376826800000000146e-03 4.997589464129562839e+04
3.445046200000000287e-03 5.066879902115618461e+04
3.514639099999999992e-03 5.136502827807941503e+04
3.585639000000000274e-03 5.206458241206530511e+04
3.658072700000000298e-03 5.276679644770133746e+04
3.731973699999999779e-03 5.347167038498750480e+04
3.807362100000000367e-03 5.417853924851127522e+04
3.884278100000000157e-03 5.488773552597891830e+04
3.962748500000000049e-03 5.559859424197789485e+04
4.042800100000000507e-03 5.631045042109566566e+04
4.124466400000000380e-03 5.702363655103851488e+04
4.207787600000000364e-03 5.773782014410016563e+04
4.292790500000000058e-03 5.845200373716180911e+04
4.379508600000000043e-03 5.916585484251719026e+04
4.467982100000000151e-03 5.987970594787256414e+04
4.558244500000000095e-03 6.059255959010914376e+04
4.650322600000000341e-03 6.130408328152065951e+04
4.744270000000000084e-03 6.201427702210708958e+04
4.840106800000000542e-03 6.272181086104340648e+04
4.937886600000000042e-03 6.342701728603583615e+04
5.037636199999999918e-03 6.412923132167187578e+04
5.139402500000000117e-03 6.482778799253896432e+04
5.243225700000000468e-03 6.552235481093086128e+04
5.349145999999999936e-03 6.621226680143500562e+04
5.457210300000001069e-03 6.689685898863887996e+04
5.567452100000000112e-03 6.757579888483621471e+04
